city_code,name,postal_code,address,phone,official_url,source_url,verified_at
32201,松江市役所,690-8540,松江市末次町86,0852-55-5555,https://www.city.matsue.lg.jp/,"https://www.pref.shimane.lg.jp/admin/sichoson/sichoson_info/sanko/index.data/yakubajushoR3.7.26.pdf,https://www.pref.shimane.lg.jp/link01.html",2026-07-07
32202,浜田市役所,697-8501,浜田市殿町1,0855-22-2612,https://www.city.hamada.shimane.jp/www/index.html,"https://www.pref.shimane.lg.jp/admin/sichoson/sichoson_info/sanko/index.data/yakubajushoR3.7.26.pdf,https://www.pref.shimane.lg.jp/link01.html",2026-07-07
32203,出雲市役所,693-8530,出雲市今市町70,0853-21-2211,https://www.city.izumo.shimane.jp/www/index.html,"https://www.pref.shimane.lg.jp/admin/sichoson/sichoson_info/sanko/index.data/yakubajushoR3.7.26.pdf,https://www.pref.shimane.lg.jp/link01.html",2026-07-07
32204,益田市役所,698-8650,益田市常盤町1-1,0856-31-0100,https://www.city.masuda.lg.jp/,"https://www.pref.shimane.lg.jp/admin/sichoson/sichoson_info/sanko/index.data/yakubajushoR3.7.26.pdf,https://www.pref.shimane.lg.jp/link01.html",2026-07-07
32205,大田市役所,694-0064,大田市大田町大田ロ1111,0854-82-1600,https://www.city.oda.lg.jp/,"https://www.pref.shimane.lg.jp/admin/sichoson/sichoson_info/sanko/index.data/yakubajushoR3.7.26.pdf,https://www.pref.shimane.lg.jp/link01.html",2026-07-07
32206,安来市役所,692-8686,安来市安来町878-2,0854-23-3000,https://www.city.yasugi.shimane.jp/,"https://www.pref.shimane.lg.jp/admin/sichoson/sichoson_info/sanko/index.data/yakubajushoR3.7.26.pdf,https://www.pref.shimane.lg.jp/link01.html",2026-07-07
32207,江津市役所,695-8501,江津市江津町1016-4,0855-52-2501,https://www.city.gotsu.lg.jp/,"https://www.pref.shimane.lg.jp/admin/sichoson/sichoson_info/sanko/index.data/yakubajushoR3.7.26.pdf,https://www.pref.shimane.lg.jp/link01.html",2026-07-07
32209,雲南市役所,699-1392,雲南市木次町里方521-1,0854-40-1000,http://www.city.unnan.shimane.jp/unnan/,"https://www.pref.shimane.lg.jp/admin/sichoson/sichoson_info/sanko/index.data/yakubajushoR3.7.26.pdf,https://www.pref.shimane.lg.jp/link01.html",2026-07-07
32343,奥出雲町役場,699-1592,仁多郡奥出雲町三成358-1,0854-54-1221,https://www.town.okuizumo.shimane.jp/,"https://www.pref.shimane.lg.jp/admin/sichoson/sichoson_info/sanko/index.data/yakubajushoR3.7.26.pdf,https://www.pref.shimane.lg.jp/link01.html",2026-07-07
32386,飯南町役場,690-3513,飯石郡飯南町下赤名880,0854-76-2211,https://www.iinan.jp/,"https://www.pref.shimane.lg.jp/admin/sichoson/sichoson_info/sanko/index.data/yakubajushoR3.7.26.pdf,https://www.pref.shimane.lg.jp/link01.html",2026-07-07
32441,川本町役場,696-8501,邑智郡川本町大字川本271-3,0855-72-0631,https://www.town.shimane-kawamoto.lg.jp/,"https://www.pref.shimane.lg.jp/admin/sichoson/sichoson_info/sanko/index.data/yakubajushoR3.7.26.pdf,https://www.pref.shimane.lg.jp/link01.html",2026-07-07
32448,美郷町役場,699-4692,邑智郡美郷町粕渕168,0855-75-1211,https://www.town.shimane-misato.lg.jp/,"https://www.pref.shimane.lg.jp/admin/sichoson/sichoson_info/sanko/index.data/yakubajushoR3.7.26.pdf,https://www.pref.shimane.lg.jp/link01.html",2026-07-07
32449,邑南町役場,696-0192,邑智郡邑南町矢上6000,0855-95-1111,https://www.town.ohnan.lg.jp/www/index.html,"https://www.pref.shimane.lg.jp/admin/sichoson/sichoson_info/sanko/index.data/yakubajushoR3.7.26.pdf,https://www.pref.shimane.lg.jp/link01.html",2026-07-07
32501,津和野町役場,699-5292,鹿足郡津和野町枕瀬218-18,0856-74-0021,https://www.town.tsuwano.lg.jp/www/index.html,"https://www.pref.shimane.lg.jp/admin/sichoson/sichoson_info/sanko/index.data/yakubajushoR3.7.26.pdf,https://www.pref.shimane.lg.jp/link01.html",2026-07-07
32505,吉賀町役場,699-5513,鹿足郡吉賀町六日市750,0856-77-1111,https://www.town.yoshika.lg.jp/,"https://www.pref.shimane.lg.jp/admin/sichoson/sichoson_info/sanko/index.data/yakubajushoR3.7.26.pdf,https://www.pref.shimane.lg.jp/link01.html",2026-07-07
32525,海士町役場,684-0403,隠岐郡海士町大字海士1490,08514-2-0111,http://www.town.ama.shimane.jp/,"https://www.pref.shimane.lg.jp/admin/sichoson/sichoson_info/sanko/index.data/yakubajushoR3.7.26.pdf,https://www.pref.shimane.lg.jp/link01.html",2026-07-07
32526,西ノ島町役場,684-0303,隠岐郡西ノ島町大字美田600-4,08514-6-0101,https://www.town.nishinoshima.shimane.jp/,"https://www.pref.shimane.lg.jp/admin/sichoson/sichoson_info/sanko/index.data/yakubajushoR3.7.26.pdf,https://www.pref.shimane.lg.jp/link01.html",2026-07-07
32527,知夫村役場,684-0102,隠岐郡知夫村1065,08514-8-2211,http://www.vill.chibu.lg.jp/gyosei/,"https://www.pref.shimane.lg.jp/admin/sichoson/sichoson_info/sanko/index.data/yakubajushoR3.7.26.pdf,https://www.pref.shimane.lg.jp/link01.html",2026-07-07
32528,隠岐の島町役場,685-8585,隠岐郡隠岐の島町下西78-2,08512-2-2111,https://www.town.okinoshima.shimane.jp/www/index.html,"https://www.pref.shimane.lg.jp/admin/sichoson/sichoson_info/sanko/index.data/yakubajushoR3.7.26.pdf,https://www.pref.shimane.lg.jp/link01.html",2026-07-07
