city_code,name,postal_code,address,phone,official_url,source_url,verified_at
30201,和歌山市役所,640-8511,和歌山市七番丁23番地,073-432-0001,http://www.city.wakayama.wakayama.jp/,"https://www.pref.wakayama.lg.jp/prefg/010500/shichousonzei/yakubaichiran.html , https://www.pref.wakayama.lg.jp/link/shichoson.html",2026-07-07
30202,海南市役所,642-8501,海南市南赤阪11番地,073-482-4111,https://www.city.kainan.lg.jp/,"https://www.pref.wakayama.lg.jp/prefg/010500/shichousonzei/yakubaichiran.html , https://www.pref.wakayama.lg.jp/link/shichoson.html",2026-07-07
30203,橋本市役所,648-8585,橋本市東家一丁目1番地1,0736-33-1111,https://www.city.hashimoto.lg.jp/,"https://www.pref.wakayama.lg.jp/prefg/010500/shichousonzei/yakubaichiran.html , https://www.pref.wakayama.lg.jp/link/shichoson.html",2026-07-07
30204,有田市役所,649-0392,有田市箕島50番地,0737-83-1111,https://www.city.arida.lg.jp/,"https://www.pref.wakayama.lg.jp/prefg/010500/shichousonzei/yakubaichiran.html , https://www.pref.wakayama.lg.jp/link/shichoson.html",2026-07-07
30205,御坊市役所,644-8686,御坊市薗350番地2,0738-22-4111,https://www.city.gobo.lg.jp/,"https://www.pref.wakayama.lg.jp/prefg/010500/shichousonzei/yakubaichiran.html , https://www.pref.wakayama.lg.jp/link/shichoson.html",2026-07-07
30206,田辺市役所,646-8545,田辺市東山一丁目5番地1,0739-22-5300,https://www.city.tanabe.lg.jp/,"https://www.pref.wakayama.lg.jp/prefg/010500/shichousonzei/yakubaichiran.html , https://www.pref.wakayama.lg.jp/link/shichoson.html",2026-07-07
30207,新宮市役所,647-8555,新宮市春日1番1号,0735-23-3333,https://www.city.shingu.lg.jp/,"https://www.pref.wakayama.lg.jp/prefg/010500/shichousonzei/yakubaichiran.html , https://www.pref.wakayama.lg.jp/link/shichoson.html",2026-07-07
30208,紀の川市役所,649-6492,紀の川市西大井338番地,0736-77-2511,https://www.city.kinokawa.lg.jp/,"https://www.pref.wakayama.lg.jp/prefg/010500/shichousonzei/yakubaichiran.html , https://www.pref.wakayama.lg.jp/link/shichoson.html",2026-07-07
30209,岩出市役所,649-6292,岩出市西野209番地,0736-62-2141,https://www.city.iwade.lg.jp/,"https://www.pref.wakayama.lg.jp/prefg/010500/shichousonzei/yakubaichiran.html , https://www.pref.wakayama.lg.jp/link/shichoson.html",2026-07-07
30304,紀美野町役場,640-1192,紀美野町動木287番地,073-489-2430,https://www.town.kimino.wakayama.jp/,"https://www.pref.wakayama.lg.jp/prefg/010500/shichousonzei/yakubaichiran.html , https://www.pref.wakayama.lg.jp/link/shichoson.html",2026-07-07
30341,かつらぎ町役場,649-7192,かつらぎ町丁ノ町2160番地,0736-22-0300,https://www.town.katsuragi.wakayama.jp/,"https://www.pref.wakayama.lg.jp/prefg/010500/shichousonzei/yakubaichiran.html , https://www.pref.wakayama.lg.jp/link/shichoson.html",2026-07-07
30343,九度山町役場,648-0198,九度山町九度山1190番地,0736-54-2019,https://www.town.kudoyama.lg.jp/,"https://www.pref.wakayama.lg.jp/prefg/010500/shichousonzei/yakubaichiran.html , https://www.pref.wakayama.lg.jp/link/shichoson.html",2026-07-07
30344,高野町役場,648-0281,高野町高野山636番地,0736-56-3000,https://www.town.koya.wakayama.jp/,"https://www.pref.wakayama.lg.jp/prefg/010500/shichousonzei/yakubaichiran.html , https://www.pref.wakayama.lg.jp/link/shichoson.html",2026-07-07
30361,湯浅町役場,643-0002,湯浅町青木668番地1,0737-63-2525,https://www.town.yuasa.wakayama.jp/,"https://www.pref.wakayama.lg.jp/prefg/010500/shichousonzei/yakubaichiran.html , https://www.pref.wakayama.lg.jp/link/shichoson.html",2026-07-07
30362,広川町役場,643-0071,広川町広1500番地,0737-63-1122,https://www.town.hirogawa.wakayama.jp/,"https://www.pref.wakayama.lg.jp/prefg/010500/shichousonzei/yakubaichiran.html , https://www.pref.wakayama.lg.jp/link/shichoson.html",2026-07-07
